PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID},{'btsName': 'PET_TEAM'; '$class': 'com.nokia.srbts.lte:MRBTS'; '$maintenanceRegionCId': 'NAPET'; 'autoConHWId': 'L9123100049'; '$version': 'MRBTS19_1813_001'; 'autoConfBlocked': '0'; '$maintenanceRegionId': 'LTE'; 'altitude': '58'; 'longitude': '255856360'; 'latitude': '650507860'; 'commissioningRequired': '1'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/ALD-01234567890123456789012345678901234567890123456789012345678901234567891/RETU-01234567890123456789012345678901234567890123456789012345678901234567894/CREL-01234567890123456789012345678901234567890123456789012345678901234567890,{'$version': 'EQM19A_1904_002'; '$class': 'com.nokia.srbts.eqm:CREL'; 'targetCellDN': 'PLMN-PLMN/MRBTS-{MRBTSID}/LNBTS-1/LNCEL-5'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/ALD-01234567890123456789012345678901234567890123456789012345678901234567891/RETU-01234567890123456789012345678901234567890123456789012345678901234567895,{'antBandList:Structure1:antBeamwidth': '64'; 'antBandList:Structure1:antFreqBand': '12'; 'antlDNList:Value2': 'external'; 'antlDNList:Value1': 'MRBTS-{MRBTSID}/EQM-1/APEQM-1/RMOD-7/ANTL-13'; 'antBandList:Structure3:antOperGain': '153'; 'antBandList:Structure3:antBeamwidth': '67'; '$class': 'com.nokia.srbts.eqm:RETU'; 'antBandList:Structure2:antFreqBand': '13'; 'minAngle': '0'; 'antBandList:Structure1:antOperGain': '155'; 'maxAngle': '220'; 'antBandList:Structure3:antFreqBand': '14'; 'antModel': '80010247'; 'antBandList:Structure2:antOperGain': '154'; '$version': 'EQM19A_1904_002'; 'antBearing': '0'; 'angle': '150'; 'subunitNumber': '5'; 'antBandList:Structure2:antBeamwidth': '66'; 'mechanicalAngle': '0'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/ALD-01234567890123456789012345678901234567890123456789012345678901234567891/RETU-01234567890123456789012345678901234567890123456789012345678901234567895/CREL-01234567890123456789012345678901234567890123456789012345678901234567890,{'$version': 'EQM19A_1904_002'; '$class': 'com.nokia.srbts.eqm:CREL'; 'targetCellDN': 'PLMN-PLMN/MRBTS-{MRBTSID}/LNBTS-1/LNCEL-7'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/ALD-01234567890123456789012345678901234567890123456789012345678901234567891/RETU-01234567890123456789012345678901234567890123456789012345678901234567896,{'antBandList:Structure1:antBeamwidth': '64'; 'antBandList:Structure1:antFreqBand': '12'; 'antlDNList:Value2': 'external'; 'antlDNList:Value1': 'MRBTS-{MRBTSID}/EQM-1/APEQM-1/RMOD-9/ANTL-17'; 'antBandList:Structure3:antOperGain': '153'; 'antBandList:Structure3:antBeamwidth': '67'; '$class': 'com.nokia.srbts.eqm:RETU'; 'antBandList:Structure2:antFreqBand': '13'; 'minAngle': '0'; 'antBandList:Structure1:antOperGain': '155'; 'maxAngle': '220'; 'antBandList:Structure3:antFreqBand': '14'; 'antModel': '80010247'; 'antBandList:Structure2:antOperGain': '154'; '$version': 'EQM19A_1904_002'; 'antBearing': '0'; 'angle': '150'; 'subunitNumber': '6'; 'antBandList:Structure2:antBeamwidth': '66'; 'mechanicalAngle': '0'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/ALD-01234567890123456789012345678901234567890123456789012345678901234567891/RETU-01234567890123456789012345678901234567890123456789012345678901234567896/CREL-01234567890123456789012345678901234567890123456789012345678901234567890,{'$version': 'EQM19A_1904_002'; '$class': 'com.nokia.srbts.eqm:CREL'; 'targetCellDN': 'PLMN-PLMN/MRBTS-{MRBTSID}/LNBTS-1/LNCEL-9'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/CABINET-01234567890123456789012345678901234567890123456789012345678901234567891,{'$version': 'EQM19A_1904_002'; '$class': 'com.nokia.srbts.eqm:CABINET'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/CABINET-01234567890123456789012345678901234567890123456789012345678901234567891/BBMOD-01234567890123456789012345678901234567890123456789012345678901234567891,{'$version': 'EQM19A_1904_002'; 'prodCodePlanned': '473096A.102'; '$class': 'com.nokia.srbts.eqm:BBMOD'; 'useFullCapacity': '1'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/CABINET-01234567890123456789012345678901234567890123456789012345678901234567891/SMOD-01234567890123456789012345678901234567890123456789012345678901234567891,{'$class': 'com.nokia.srbts.eqm:SMOD'; 'climateControlOcxoTemperatureLearning': '0'; '$version': 'EQM19A_1904_002'; 'prodCodePlanned': '472181A'; 'moduleLocation': 'Tampester'; 'climateControlProfiling': '0'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567891,{'linkSpeed': '10'; '$class': 'com.nokia.srbts.eqm:RMOD'; 'pimCancellingEnabled': '0'; 'actPimCancellation': '0'; 'actSnapshotCollection': '0'; '$version': 'EQM19A_1904_002'; 'prodCodePlanned': '472649A.101'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567891/ANTL-01234567890123456789012345678901234567890123456789012345678901234567891,{'cIBAdvance': '0'; 'hdlcCommunicationAllowed': '1'; 'dcVoltage': '3'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'ulDelay': '0'; 'antPortId': '1'; '$version': 'EQM19A_1904_002'; 'totalLoss': '30'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567891/ANTL-01234567890123456789012345678901234567890123456789012345678901234567892,{'hdlcCommunicationAllowed': '0'; 'totalLoss': '30'; 'dcVoltage': '0'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'ulDelay': '0'; 'antPortId': '2'; '$version': 'EQM19A_1904_002'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567891/RSL-01234567890123456789012345678901234567890123456789012345678901234567891,{'$version': 'EQM19A_1904_002'; '$class': 'com.nokia.srbts.eqm:RSL'; 'hdlcCommunicationAllowed': '1'; 'dcVoltageEnabled': '1'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-012345678901234567890123456789012345678901234567890123456789012345678910,{'linkSpeed': '10'; '$class': 'com.nokia.srbts.eqm:RMOD'; 'pimCancellingEnabled': '0'; 'actPimCancellation': '0'; 'actSnapshotCollection': '0'; '$version': 'EQM19A_1904_002'; 'prodCodePlanned': '472649A.101'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-012345678901234567890123456789012345678901234567890123456789012345678910/ANTL-012345678901234567890123456789012345678901234567890123456789012345678919,{'cIBAdvance': '0'; 'hdlcCommunicationAllowed': '1'; 'dcVoltage': '3'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'ulDelay': '0'; 'antPortId': '1'; '$version': 'EQM19A_1904_002'; 'totalLoss': '30'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-012345678901234567890123456789012345678901234567890123456789012345678910/ANTL-012345678901234567890123456789012345678901234567890123456789012345678920,{'hdlcCommunicationAllowed': '0'; 'totalLoss': '30'; 'dcVoltage': '0'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'ulDelay': '0'; 'antPortId': '2'; '$version': 'EQM19A_1904_002'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-012345678901234567890123456789012345678901234567890123456789012345678911,{'linkSpeed': '10'; '$class': 'com.nokia.srbts.eqm:RMOD'; 'pimCancellingEnabled': '0'; 'actPimCancellation': '0'; 'actSnapshotCollection': '0'; '$version': 'EQM19A_1904_002'; 'prodCodePlanned': '472168A.203'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-012345678901234567890123456789012345678901234567890123456789012345678911/ANTL-012345678901234567890123456789012345678901234567890123456789012345678921,{'hdlcCommunicationAllowed': '1'; 'totalLoss': '30'; 'dcVoltage': '3'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'ulDelay': '0'; 'antPortId': '1'; '$version': 'EQM19A_1904_002'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-012345678901234567890123456789012345678901234567890123456789012345678911/ANTL-012345678901234567890123456789012345678901234567890123456789012345678922,{'hdlcCommunicationAllowed': '0'; 'totalLoss': '30'; 'dcVoltage': '0'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'ulDelay': '0'; 'antPortId': '2'; '$version': 'EQM19A_1904_002'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-012345678901234567890123456789012345678901234567890123456789012345678912,{'linkSpeed': '10'; '$class': 'com.nokia.srbts.eqm:RMOD'; 'pimCancellingEnabled': '0'; 'actPimCancellation': '0'; 'actSnapshotCollection': '0'; '$version': 'EQM19A_1904_002'; 'prodCodePlanned': '472649A.101'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-012345678901234567890123456789012345678901234567890123456789012345678912/ANTL-012345678901234567890123456789012345678901234567890123456789012345678923,{'hdlcCommunicationAllowed': '1'; 'totalLoss': '30'; 'dcVoltage': '3'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'ulDelay': '0'; 'antPortId': '1'; '$version': 'EQM19A_1904_002'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-012345678901234567890123456789012345678901234567890123456789012345678912/ANTL-012345678901234567890123456789012345678901234567890123456789012345678924,{'hdlcCommunicationAllowed': '0'; 'totalLoss': '30'; 'dcVoltage': '0'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'ulDelay': '0'; 'antPortId': '2'; '$version': 'EQM19A_1904_002'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567892,{'linkSpeed': '10'; '$class': 'com.nokia.srbts.eqm:RMOD'; 'pimCancellingEnabled': '0'; 'actPimCancellation': '0'; 'actSnapshotCollection': '0'; '$version': 'EQM19A_1904_002'; 'prodCodePlanned': '472168A.203'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567892/ANTL-01234567890123456789012345678901234567890123456789012345678901234567893,{'hdlcCommunicationAllowed': '1'; 'totalLoss': '30'; 'dcVoltage': '3'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'ulDelay': '0'; 'antPortId': '1'; '$version': 'EQM19A_1904_002'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567892/ANTL-01234567890123456789012345678901234567890123456789012345678901234567894,{'cIBAdvance': '0'; 'hdlcCommunicationAllowed': '0'; 'dcVoltage': '0'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'ulDelay': '0'; 'antPortId': '2'; '$version': 'EQM19A_1904_002'; 'totalLoss': '30'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567893,{'linkSpeed': '10'; '$class': 'com.nokia.srbts.eqm:RMOD'; 'pimCancellingEnabled': '0'; 'actPimCancellation': '0'; 'actSnapshotCollection': '0'; '$version': 'EQM19A_1904_002'; 'prodCodePlanned': '472649A.101'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567893/ANTL-01234567890123456789012345678901234567890123456789012345678901234567895,{'hdlcCommunicationAllowed': '1'; 'totalLoss': '30'; 'dcVoltage': '3'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'ulDelay': '0'; 'antPortId': '1'; '$version': 'EQM19A_1904_002'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567893/ANTL-01234567890123456789012345678901234567890123456789012345678901234567896,{'hdlcCommunicationAllowed': '0'; 'totalLoss': '30'; 'dcVoltage': '0'; '$class': 'com.nokia.srbts.eqm:ANTL'; 'antennaPathDelayUL': '20'; 'cwaThreshold': '215'; 'ulDelay': '0'; 'antPortId': '2'; '$version': 'EQM19A_1904_002'; 'antennaPathDelayDL': '20'}
PLMN-0123456789012345678901234567890123456789012345678901234567890123456789PLMN/MRBTS-0123456789012345678901234567890123456789012345678901234567890123456789{MRBTSID}/EQM-01234567890123456789012345678901234567890123456789012345678901234567891/APEQM-01234567890123456789012345678901234567890123456789012345678901234567891/RMOD-01234567890123456789012345678901234567890123456789012345678901234567894,{'linkSpeed': '10'; '$class': 'com.nokia.srbts.eqm:RMOD'; 'pimCancellingEnabled': '0'; 'actPimCancellation': '0'; 'actSnapshotCollection': '0'; '$version': 'EQM19A_1904_002'; 'prodCodePlanned': '472649A.101'}
